datetime,temperature_C
2024-03-28T10:00:00Z,48.8
2024-03-28T10:06:00Z,48.3
2024-03-28T10:10:00Z,48.5
2024-03-28T10:16:00Z,48.8
2024-03-28T10:20:00Z,48.9
2024-03-28T10:26:00Z,47.5
2024-03-28T10:30:00Z,48.5
2024-03-28T10:36:00Z,49.8
2024-03-28T10:46:00Z,53.6
2024-03-28T10:50:00Z,53.2
2024-03-28T10:56:00Z,53.8
2024-03-28T11:00:00Z,53.9
2024-03-28T11:06:00Z,53.2
2024-03-28T11:10:00Z,53.3
2024-03-28T11:16:00Z,52.4
2024-03-28T11:20:00Z,52.7
2024-03-28T11:26:00Z,51.2
2024-03-28T11:30:00Z,52.7
2024-03-28T11:36:00Z,53.5
2024-03-28T11:40:00Z,54.4
2024-03-28T11:46:00Z,55.2
2024-03-28T11:50:00Z,56.3
2024-03-28T11:56:00Z,56.5
2024-03-28T12:00:00Z,56.3
2024-03-28T12:06:00Z,56.6
2024-03-28T12:10:00Z,56.8
2024-03-28T12:16:00Z,55.5
2024-03-28T12:20:00Z,56.9
2024-03-28T12:26:00Z,57.7
2024-03-28T12:30:00Z,57.4
2024-03-28T12:40:00Z,57.7
2024-03-28T12:46:00Z,57.9
2024-03-28T12:50:00Z,56.8
2024-03-28T12:56:00Z,57.5
2024-03-28T13:00:00Z,58.4
2024-03-28T13:06:00Z,58.7
2024-03-28T13:16:00Z,57
2024-03-28T13:20:00Z,55.5
2024-03-28T13:26:00Z,56
2024-03-28T13:30:00Z,55.2
2024-03-28T13:36:00Z,55.5
2024-03-28T13:40:00Z,55
2024-03-28T13:46:00Z,53.6
2024-03-28T13:50:00Z,52.4
2024-03-28T13:56:00Z,52.7
2024-03-28T14:06:00Z,53.9
2024-03-28T14:22:00Z,53.9
2024-03-28T14:24:00Z,52.5
2024-03-28T14:30:00Z,52.9
2024-03-28T14:36:00Z,51.2
2024-03-28T14:40:00Z,52
2024-03-28T14:44:00Z,50.9
2024-03-28T14:54:00Z,47.5
2024-03-28T15:04:00Z,47.7
2024-03-28T15:10:00Z,46.3
2024-03-28T15:14:00Z,46.9
2024-03-28T15:20:00Z,45.5
2024-03-28T15:24:00Z,45.8
2024-03-28T15:34:00Z,45.9
2024-03-28T15:40:00Z,44.6
2024-03-28T15:44:00Z,43.8
2024-03-28T15:50:00Z,42.7
2024-03-28T15:56:00Z,41.1
2024-03-28T16:00:00Z,40.5
2024-03-28T16:04:00Z,39.4
2024-03-28T16:10:00Z,39.6
2024-03-28T16:16:00Z,39.3
2024-03-28T16:24:00Z,39.8
2024-03-28T16:30:00Z,39.9
2024-03-28T16:34:00Z,39.8
2024-03-28T16:40:00Z,40
2024-03-28T16:44:00Z,38.6
2024-03-28T16:50:00Z,37.4
2024-03-28T16:54:00Z,37.9
2024-03-28T17:00:00Z,36.6
2024-03-28T17:04:00Z,35.4
2024-03-28T17:10:00Z,36
2024-03-28T17:14:00Z,34.5
2024-03-28T17:20:00Z,34.8
2024-03-28T17:24:00Z,33.2
2024-03-28T17:30:00Z,33.6
2024-03-29T05:24:00Z,-10
2024-03-29T05:32:00Z,27.6
2024-03-29T05:36:00Z,27.4
2024-03-29T05:42:00Z,27.3
2024-03-29T05:52:00Z,29
2024-03-29T05:56:00Z,28.6
2024-03-29T06:02:00Z,28.2
2024-03-29T06:06:00Z,30
2024-03-29T06:12:00Z,29.8
2024-03-29T06:16:00Z,29.4
2024-03-29T06:22:00Z,31
2024-03-29T06:32:00Z,30.7
2024-03-29T06:36:00Z,30.4
2024-03-29T06:42:00Z,31.5
2024-03-29T06:46:00Z,32.9
2024-03-29T06:50:00Z,32.5
2024-03-29T06:56:00Z,32.2
2024-03-29T07:10:00Z,33.9
2024-03-29T07:16:00Z,35
2024-03-29T07:20:00Z,34.4
2024-03-29T07:26:00Z,34.1
2024-03-29T07:30:00Z,36
2024-03-29T07:36:00Z,34.2
2024-03-29T07:40:00Z,35.8
2024-03-29T07:46:00Z,35.2
2024-03-29T07:52:00Z,36.6
2024-03-29T07:56:00Z,37.7
2024-03-29T08:00:00Z,37.2
2024-03-29T08:06:00Z,38.3
2024-03-29T08:16:00Z,41.9
2024-03-29T08:20:00Z,40.6
2024-03-29T08:22:00Z,40.6
2024-03-29T08:26:00Z,40.9
2024-03-29T08:30:00Z,39.4
2024-03-29T08:36:00Z,41.4
2024-03-29T08:46:00Z,44.7
2024-03-29T08:52:00Z,45.3
2024-03-29T08:56:00Z,46.9
2024-03-29T09:00:00Z,45.2
2024-03-29T09:06:00Z,45.7
2024-03-29T09:10:00Z,46.6
2024-03-29T09:16:00Z,47.5
2024-03-29T09:20:00Z,46.6
2024-03-29T09:26:00Z,46.8
2024-03-29T09:30:00Z,46.7
2024-03-29T09:36:00Z,47.4
2024-03-29T09:40:00Z,48.3
2024-03-29T09:46:00Z,49.3
2024-03-29T09:56:00Z,48.5
2024-03-29T10:00:00Z,49
2024-03-29T10:06:00Z,48.5
2024-03-29T10:10:00Z,48.3
2024-03-29T10:20:00Z,50.3
2024-03-29T10:26:00Z,49.3
2024-03-29T10:30:00Z,50.3
2024-03-29T10:36:00Z,49.2
2024-03-29T10:40:00Z,49.3
2024-03-29T10:50:00Z,56
2024-03-29T10:56:00Z,57.2
2024-03-29T11:06:00Z,60.4
2024-03-29T11:10:00Z,60.7
2024-03-29T11:20:00Z,55.9
2024-03-29T11:30:00Z,52
2024-03-29T11:36:00Z,50.3
2024-03-29T11:44:00Z,53.9
2024-03-29T11:50:00Z,52.2
2024-03-29T11:54:00Z,53.5
2024-03-29T12:06:00Z,57.5
2024-03-29T12:10:00Z,56.2
2024-03-29T12:16:00Z,55
2024-03-29T12:24:00Z,55.3
2024-03-29T12:30:00Z,56.6
2024-03-29T12:34:00Z,55.2
2024-03-29T12:40:00Z,55.5
2024-03-29T12:44:00Z,55
2024-03-29T12:50:00Z,53.8
2024-03-29T12:54:00Z,53.6
2024-03-29T13:00:00Z,53.3
2024-03-29T13:10:00Z,54.4
2024-03-29T13:20:00Z,58.9
2024-03-29T13:24:00Z,57.7
2024-03-29T13:34:00Z,55.8
2024-03-29T13:44:00Z,55.2
2024-03-29T13:50:00Z,54.2
2024-03-29T13:54:00Z,54.5
2024-03-29T14:02:00Z,54.5
2024-03-29T14:04:00Z,51.3
2024-03-29T14:10:00Z,50.5
2024-03-29T14:20:00Z,48.8
2024-03-29T14:24:00Z,47.2
2024-03-29T14:34:00Z,47.7
2024-03-29T14:40:00Z,46.3
2024-03-29T14:44:00Z,46.2
2024-03-29T14:50:00Z,46.8
2024-03-29T14:54:00Z,45.5
2024-03-29T15:00:00Z,45.7
2024-03-29T15:04:00Z,45.4
2024-03-29T15:10:00Z,44.3
2024-03-29T15:14:00Z,44.9
2024-03-29T15:20:00Z,43.7
2024-03-29T15:24:00Z,43.8
2024-03-29T15:34:00Z,43.7
2024-03-29T15:40:00Z,42.5
2024-03-29T15:44:00Z,41.5
2024-03-29T15:50:00Z,40.8
2024-03-29T15:54:00Z,39.8
2024-03-29T16:00:00Z,38.8
2024-03-29T16:04:00Z,37.7
2024-03-29T16:10:00Z,36.4
2024-03-29T16:14:00Z,36.9
2024-03-29T16:20:00Z,35.3
2024-03-29T16:24:00Z,35.6
2024-03-29T16:30:00Z,35.7
2024-03-29T16:34:00Z,35.8
2024-03-29T16:38:00Z,36
2024-03-29T16:44:00Z,35
2024-03-29T16:54:00Z,33
2024-03-29T17:00:00Z,31.5
2024-03-29T17:04:00Z,31.8
2024-03-29T17:08:00Z,30.1
2024-03-29T17:14:00Z,30.3
2024-03-29T17:18:00Z,30.5
2024-03-30T05:28:00Z,-10
2024-03-30T05:36:00Z,26
2024-03-30T05:42:00Z,25.8
2024-03-30T05:46:00Z,25.5
2024-03-30T05:52:00Z,25.4
2024-03-30T05:56:00Z,25.1
2024-03-30T06:02:00Z,26.9
2024-03-30T06:08:00Z,26.6
2024-03-30T06:12:00Z,26.3
2024-03-30T06:18:00Z,26.1
2024-03-30T06:22:00Z,27.8
2024-03-30T06:28:00Z,27.3
2024-03-30T06:32:00Z,29
2024-03-30T06:36:00Z,28.7
2024-03-30T06:42:00Z,28.3
2024-03-30T06:48:00Z,30
2024-03-30T06:52:00Z,29.7
2024-03-30T06:58:00Z,29.1
2024-03-30T07:02:00Z,30.8
2024-03-30T07:08:00Z,31.7
2024-03-30T07:12:00Z,33
2024-03-30T07:18:00Z,32.6
2024-03-30T07:22:00Z,32.5
2024-03-30T07:28:00Z,32.1
2024-03-30T07:32:00Z,33.3
2024-03-30T07:36:00Z,34.3
2024-03-30T07:42:00Z,35.4
2024-03-30T07:52:00Z,37.2
2024-03-30T07:56:00Z,38.2
2024-03-30T08:02:00Z,39.9
2024-03-30T08:12:00Z,39.5
2024-03-30T08:16:00Z,39.3
2024-03-30T08:22:00Z,40.8
2024-03-30T08:32:00Z,41.9
2024-03-30T08:36:00Z,41.3
2024-03-30T08:42:00Z,42.9
2024-03-30T08:46:00Z,43.2
2024-03-30T08:56:00Z,48
2024-03-30T09:02:00Z,46.2
2024-03-30T09:06:00Z,46.5
2024-03-30T09:12:00Z,47.9
2024-03-30T09:16:00Z,47.7
2024-03-30T09:22:00Z,47.4
2024-03-30T09:26:00Z,48.7
2024-03-30T09:32:00Z,48.2
2024-03-30T09:36:00Z,49.6
2024-03-30T09:46:00Z,51.5
2024-03-30T09:52:00Z,52.8
2024-03-30T09:56:00Z,52.9
2024-03-30T10:02:00Z,52.2
2024-03-30T10:06:00Z,53.6
2024-03-30T10:12:00Z,54.5
2024-03-30T10:16:00Z,55.9
2024-03-30T10:26:00Z,55
2024-03-30T10:32:00Z,53.8
2024-03-30T10:36:00Z,52.8
2024-03-30T10:42:00Z,51.8
2024-03-30T10:46:00Z,50.4
2024-03-30T10:52:00Z,50.2
2024-03-30T11:02:00Z,52.7
2024-03-30T11:06:00Z,51.2
2024-03-30T11:12:00Z,52.7
2024-03-30T11:16:00Z,52.2
2024-03-30T11:22:00Z,52.7
2024-03-30T11:26:00Z,51.3
2024-03-30T11:32:00Z,52.9
2024-03-30T11:42:00Z,52.7
2024-03-30T11:46:00Z,53.6
2024-03-30T11:52:00Z,53.8
2024-03-30T11:56:00Z,52.9
2024-03-30T12:06:00Z,49.3
2024-03-30T12:10:00Z,50.4
2024-03-30T12:22:00Z,54.2
2024-03-30T12:30:00Z,56.8
2024-03-30T12:36:00Z,57.9
2024-03-30T12:40:00Z,59.5
2024-03-30T12:50:00Z,62.6
2024-03-30T12:56:00Z,60.7
2024-03-30T13:00:00Z,58.7
2024-03-30T13:10:00Z,56.5
2024-03-30T13:16:00Z,55.8
2024-03-30T13:26:00Z,47.9
2024-03-30T13:34:00Z,47.9
2024-03-30T13:36:00Z,41.2
2024-03-30T13:40:00Z,39.3
2024-03-30T13:50:00Z,36.8
2024-03-30T13:56:00Z,36
2024-03-30T14:00:00Z,35
2024-03-30T14:06:00Z,33.6
2024-03-30T14:10:00Z,32.3
2024-03-30T14:16:00Z,32.5
2024-03-30T14:20:00Z,32.3
2024-03-30T14:26:00Z,33.9
2024-03-30T14:30:00Z,33.6
2024-03-30T14:36:00Z,33.2
2024-03-30T14:40:00Z,34.8
2024-03-30T14:46:00Z,35.9
2024-03-30T14:50:00Z,35.4
2024-03-30T14:56:00Z,36.7
2024-03-30T15:00:00Z,36.4
2024-03-30T15:06:00Z,36.5
2024-03-30T15:10:00Z,36.1
2024-03-30T15:16:00Z,38
2024-03-30T15:20:00Z,37.8
2024-03-30T15:26:00Z,37.3
2024-03-30T15:30:00Z,38.7
2024-03-30T15:36:00Z,40
2024-03-30T15:40:00Z,39.5
2024-03-30T15:46:00Z,40.3
2024-03-30T15:50:00Z,41.2
2024-03-30T15:56:00Z,42.4
2024-03-30T16:00:00Z,43.8
2024-03-30T16:10:00Z,42.3
2024-03-30T16:16:00Z,42.4
2024-03-30T16:20:00Z,41.2
2024-03-30T16:26:00Z,41.7
2024-03-30T16:30:00Z,40.4
2024-03-30T16:34:00Z,40.4
2024-03-30T16:36:00Z,39.3
2024-03-30T16:40:00Z,39.7
2024-03-30T16:46:00Z,38.5
2024-03-30T16:50:00Z,37.3
2024-03-30T16:56:00Z,36.4
2024-03-30T17:00:00Z,35.3
2024-03-30T17:04:00Z,34.1
2024-03-30T17:10:00Z,34.8
2024-03-30T17:14:00Z,33.5
2024-03-30T17:20:00Z,32.1
2024-03-30T17:24:00Z,-10
2024-03-31T05:28:00Z,-10
2024-03-31T05:36:00Z,26
2024-03-31T05:42:00Z,25.8
2024-03-31T05:46:00Z,25.7
2024-03-31T05:52:00Z,25.5
2024-03-31T05:56:00Z,25.2
2024-03-31T06:02:00Z,27
2024-03-31T06:06:00Z,26.8
2024-03-31T06:12:00Z,26.5
2024-03-31T06:16:00Z,26.3
2024-03-31T06:22:00Z,26.1
2024-03-31T06:26:00Z,27.8
2024-03-31T06:32:00Z,27.4
2024-03-31T06:36:00Z,29
2024-03-31T06:42:00Z,28.7
2024-03-31T06:46:00Z,28.2
2024-03-31T06:52:00Z,29.5
2024-03-31T06:56:00Z,31
2024-03-31T07:02:00Z,30.4
2024-03-31T07:06:00Z,31.6
2024-03-31T07:12:00Z,33
2024-03-31T07:16:00Z,32.3
2024-03-31T07:22:00Z,33.6
2024-03-31T07:26:00Z,34.9
2024-03-31T07:32:00Z,34.2
2024-03-31T07:36:00Z,35.3
2024-03-31T07:42:00Z,36.7
2024-03-31T07:46:00Z,37.6
2024-03-31T07:52:00Z,39
2024-03-31T07:56:00Z,38.1
2024-03-31T08:02:00Z,39.3
2024-03-31T08:12:00Z,42.4
2024-03-31T08:22:00Z,45.8
2024-03-31T08:26:00Z,46.5
2024-03-31T08:28:00Z,46.5
2024-03-31T08:32:00Z,47.8
2024-03-31T08:36:00Z,49
2024-03-31T08:42:00Z,50
2024-03-31T08:52:00Z,50.3
2024-03-31T09:00:00Z,54
2024-03-31T09:06:00Z,54.7
2024-03-31T09:10:00Z,55.3
2024-03-31T09:16:00Z,55.2
2024-03-31T09:22:00Z,57
2024-03-31T09:26:00Z,56.9
2024-03-31T09:30:00Z,56.6
2024-03-31T09:36:00Z,56.5
2024-03-31T09:50:00Z,56.8
2024-03-31T09:56:00Z,57
2024-03-31T10:00:00Z,56.8
2024-03-31T10:10:00Z,56.9
2024-03-31T10:16:00Z,55.2
2024-03-31T10:20:00Z,55.3
2024-03-31T10:26:00Z,55.6
2024-03-31T10:30:00Z,54.5
2024-03-31T10:36:00Z,54
2024-03-31T10:46:00Z,50.5
2024-03-31T10:50:00Z,49.5
2024-03-31T10:56:00Z,48.4
2024-03-31T11:06:00Z,48.7
2024-03-31T11:10:00Z,49
2024-03-31T11:16:00Z,48.9
2024-03-31T11:26:00Z,47.4
2024-03-31T11:30:00Z,47.5
2024-03-31T11:36:00Z,47.7
2024-03-31T11:46:00Z,47.8
2024-03-31T11:50:00Z,46.4
2024-03-31T11:56:00Z,46.5
2024-03-31T12:00:00Z,46.8
2024-03-31T12:10:00Z,46.6
2024-03-31T12:16:00Z,46.3
2024-03-31T12:20:00Z,46.2
2024-03-31T12:30:00Z,46.7
2024-03-31T12:40:00Z,44.9
2024-03-31T12:46:00Z,43.5
2024-03-31T12:50:00Z,43.9
2024-03-31T12:56:00Z,42.4
2024-03-31T13:00:00Z,42.7
2024-03-31T13:06:00Z,42.8
2024-03-31T13:10:00Z,43
2024-03-31T13:20:00Z,41.1
2024-03-31T13:26:00Z,41.4
2024-03-31T13:36:00Z,41.7
2024-03-31T13:40:00Z,42.2
2024-03-31T13:44:00Z,40.5
2024-03-31T13:50:00Z,39.3
2024-03-31T13:56:00Z,39.6
2024-03-31T14:00:00Z,40
2024-03-31T14:06:00Z,38.3
2024-03-31T14:10:00Z,38.4
2024-03-31T14:14:00Z,38.5
2024-03-31T14:24:00Z,38.4
2024-03-31T14:30:00Z,38.3
2024-03-31T14:40:00Z,38.4
2024-03-31T14:44:00Z,38.7
2024-03-31T14:54:00Z,38.9
2024-03-31T15:00:00Z,37.1
2024-03-31T15:04:00Z,37.4
2024-03-31T15:10:00Z,37.9
2024-03-31T15:14:00Z,36.3
2024-03-31T15:20:00Z,36.5
2024-03-31T15:24:00Z,36.7
2024-03-31T15:34:00Z,36.8
2024-03-31T15:40:00Z,35.2
2024-03-31T15:44:00Z,35.6
2024-03-31T15:50:00Z,34.1
2024-03-31T15:54:00Z,34.8
2024-03-31T16:00:00Z,33.1
2024-03-31T16:04:00Z,33.7
2024-03-31T16:10:00Z,32.2
2024-03-31T16:14:00Z,32.5
2024-03-31T16:20:00Z,31.1
2024-03-31T16:24:00Z,31.5
2024-03-31T16:30:00Z,31.9
2024-03-31T16:34:00Z,30.1
2024-03-31T16:40:00Z,30.5
2024-03-31T16:44:00Z,30.8
2024-03-31T16:50:00Z,30.9
2024-03-31T16:54:00Z,29.1
2024-03-31T17:00:00Z,29.4
2024-03-31T17:04:00Z,29.8
2024-03-31T17:10:00Z,30
2024-03-31T17:14:00Z,28.2
2024-03-31T17:20:00Z,-10
2024-04-01T05:20:00Z,-10
2024-04-01T05:30:00Z,24.7
2024-04-01T05:34:00Z,24.5
2024-04-01T05:40:00Z,24.2
2024-04-01T05:44:00Z,26
2024-04-01T05:48:00Z,25.8
2024-04-01T05:54:00Z,25.5
2024-04-01T05:58:00Z,25.3
2024-04-01T06:04:00Z,27
2024-04-01T06:10:00Z,26.8
2024-04-01T06:14:00Z,26.6
2024-04-01T06:18:00Z,26.2
2024-04-01T06:24:00Z,27.8
2024-04-01T06:28:00Z,27.1
2024-04-01T06:34:00Z,28.8
2024-04-01T06:38:00Z,30
2024-04-01T06:44:00Z,29.2
2024-04-01T06:48:00Z,30.5
2024-04-01T06:54:00Z,32
2024-04-01T06:58:00Z,31.4
2024-04-01T07:04:00Z,32.9
2024-04-01T07:08:00Z,32.2
2024-04-01T07:14:00Z,33.4
2024-04-01T07:18:00Z,34.9
2024-04-01T07:24:00Z,34.2
2024-04-01T07:34:00Z,36.1
2024-04-01T07:44:00Z,39.6
2024-04-01T07:48:00Z,41
2024-04-01T07:54:00Z,40.5
2024-04-01T07:58:00Z,41.7
2024-04-01T08:04:00Z,42.7
2024-04-01T08:08:00Z,43.7
2024-04-01T08:14:00Z,44.8
2024-04-01T08:18:00Z,45.8
2024-04-01T08:28:00Z,48.3
2024-04-01T08:38:00Z,51.6
2024-04-01T08:44:00Z,52.4
2024-04-01T08:48:00Z,53.5
2024-04-01T08:54:00Z,54.5
2024-04-01T08:58:00Z,55.8
2024-04-01T09:04:00Z,56.5
2024-04-01T09:08:00Z,57.5
2024-04-01T09:14:00Z,58.7
2024-04-01T09:18:00Z,59.7
2024-04-01T09:24:00Z,60.7
2024-04-01T09:28:00Z,61.9
2024-04-01T09:34:00Z,61.2
2024-04-01T09:38:00Z,60.2
2024-04-01T09:48:00Z,63.2
2024-04-01T09:58:00Z,67.8
2024-04-01T10:02:00Z,67.8
2024-04-01T10:04:00Z,69
2024-04-01T10:14:00Z,64.4
2024-04-01T10:18:00Z,63.4
2024-04-01T10:22:00Z,64.9
2024-04-01T10:34:00Z,61.7
2024-04-01T10:44:00Z,57.4
2024-04-01T10:48:00Z,57
2024-04-01T10:54:00Z,56.6
2024-04-01T11:02:00Z,61.7
2024-04-01T11:08:00Z,59.7
2024-04-01T11:12:00Z,60.4
2024-04-01T11:18:00Z,60.9
2024-04-01T11:22:00Z,59.5
2024-04-01T11:28:00Z,59.4
2024-04-01T11:38:00Z,59.2
2024-04-01T11:44:00Z,59.2
2024-04-01T11:48:00Z,62.6
2024-04-01T11:52:00Z,64
2024-04-01T11:58:00Z,65.4
2024-04-01T12:08:00Z,68.4
2024-04-01T12:12:00Z,68.6
2024-04-01T12:22:00Z,69.4
2024-04-01T12:32:00Z,71.5
2024-04-01T12:42:00Z,66.4
2024-04-01T12:52:00Z,67
2024-04-01T13:02:00Z,62.8
2024-04-01T13:08:00Z,62.6
2024-04-01T13:12:00Z,63.4
2024-04-01T13:18:00Z,64.7
2024-04-01T13:22:00Z,64.2
2024-04-01T13:28:00Z,64.9
2024-04-01T13:32:00Z,64.7
2024-04-01T13:38:00Z,64.9
2024-04-01T13:42:00Z,64.5
2024-04-01T13:48:00Z,63.2
2024-04-01T13:52:00Z,64.7
2024-04-01T13:58:00Z,63.6
2024-04-01T14:02:00Z,64.7
2024-04-01T14:08:00Z,64
2024-04-01T14:18:00Z,60.9
2024-04-01T14:22:00Z,58.9
2024-04-01T14:32:00Z,53.8
2024-04-01T14:42:00Z,49.9
2024-04-01T14:48:00Z,48.9
2024-04-01T14:52:00Z,49
2024-04-01T14:58:00Z,48.7
2024-04-01T15:08:00Z,49
2024-04-01T15:12:00Z,47.8
2024-04-01T15:18:00Z,46.8
2024-04-01T15:22:00Z,45.7
2024-04-01T15:32:00Z,40.8
2024-04-01T15:36:00Z,42
2024-04-01T15:46:00Z,40
2024-04-01T15:52:00Z,38.8
2024-04-01T15:56:00Z,37.4
2024-04-01T16:02:00Z,37.7
2024-04-01T16:06:00Z,37.8
2024-04-01T16:16:00Z,37.7
2024-04-01T16:22:00Z,37.6
2024-04-01T16:32:00Z,37.4
2024-04-01T16:36:00Z,37.8
2024-04-01T16:42:00Z,38
2024-04-01T16:46:00Z,36.4
2024-04-01T16:52:00Z,36.6
2024-04-01T16:56:00Z,37
2024-04-01T17:02:00Z,35.5
2024-04-01T17:06:00Z,35.9
2024-04-01T17:12:00Z,34.3
2024-04-01T17:16:00Z,34.8
2024-04-01T17:22:00Z,33.2
2024-04-02T05:22:00Z,-10
2024-04-02T05:30:00Z,27
2024-04-02T05:36:00Z,26.8
2024-04-02T05:40:00Z,26.5
2024-04-02T05:46:00Z,26.3
2024-04-02T05:50:00Z,26.1
2024-04-02T05:56:00Z,28
2024-04-02T06:00:00Z,27.8
2024-04-02T06:06:00Z,27.6
2024-04-02T06:10:00Z,27.4
2024-04-02T06:16:00Z,27.2
2024-04-02T06:20:00Z,29
2024-04-02T06:26:00Z,28.9
2024-04-02T06:30:00Z,28.7
2024-04-02T06:36:00Z,28.5
2024-04-02T06:40:00Z,28.3
2024-04-02T06:46:00Z,30
2024-04-02T06:56:00Z,29.9
2024-04-02T07:00:00Z,29.8
2024-04-02T07:06:00Z,29.5
2024-04-02T07:10:00Z,29.3
2024-04-02T07:16:00Z,29.2
2024-04-02T07:20:00Z,31
2024-04-02T07:26:00Z,30.6
2024-04-02T07:30:00Z,31.8
2024-04-02T07:36:00Z,32.7
2024-04-02T07:40:00Z,33.5
2024-04-02T07:46:00Z,34.3
2024-04-02T07:50:00Z,35.3
2024-04-02T08:00:00Z,38.7
2024-04-02T08:04:00Z,39.2
2024-04-02T08:16:00Z,42.2
2024-04-02T08:22:00Z,42.2
2024-04-02T08:24:00Z,46.9
2024-04-02T08:30:00Z,48
2024-04-02T08:34:00Z,47.2
2024-04-02T08:40:00Z,49.2
2024-04-02T08:50:00Z,51.5
2024-04-02T09:00:00Z,55.9
2024-04-02T09:04:00Z,55.5
2024-04-02T09:14:00Z,57.9
2024-04-02T09:20:00Z,59.9
2024-04-02T09:30:00Z,60.7
2024-04-02T09:34:00Z,59.5
2024-04-02T09:40:00Z,60.4
2024-04-02T09:44:00Z,61.2
2024-04-02T09:54:00Z,66.6
2024-04-02T10:04:00Z,71.5
2024-04-02T10:14:00Z,73.3
2024-04-02T10:30:00Z,74.3
2024-04-02T10:34:00Z,73
2024-04-02T10:44:00Z,68.8
2024-04-02T10:54:00Z,63.4
2024-04-02T11:00:00Z,63.8
2024-04-02T11:04:00Z,63.6
2024-04-02T11:10:00Z,63.8
2024-04-02T11:14:00Z,65
2024-04-02T11:20:00Z,63.6
2024-04-02T11:22:00Z,63.6
2024-04-02T11:30:00Z,62.2
2024-04-02T11:34:00Z,61.4
2024-04-02T11:40:00Z,60.4
2024-04-02T11:44:00Z,59.5
2024-04-02T11:50:00Z,58.4
2024-04-02T11:54:00Z,59.9
2024-04-02T12:00:00Z,60.5
2024-04-02T12:04:00Z,61.5
2024-04-02T12:10:00Z,62.4
2024-04-02T12:14:00Z,64.4
2024-04-02T12:20:00Z,64.2
2024-04-02T12:30:00Z,65.6
2024-04-02T12:34:00Z,65
2024-04-02T12:44:00Z,62
2024-04-02T12:50:00Z,60.9
2024-04-02T12:54:00Z,59.4
2024-04-02T13:00:00Z,61
2024-04-02T13:04:00Z,60.5
2024-04-02T13:10:00Z,60.4
2024-04-02T13:18:00Z,61.4
2024-04-02T13:28:00Z,64.9
2024-04-02T13:34:00Z,63.6
2024-04-02T13:38:00Z,62.2
2024-04-02T13:44:00Z,63
2024-04-02T13:48:00Z,62.6
2024-04-02T13:54:00Z,63.6
2024-04-02T14:04:00Z,65.6
2024-04-02T14:14:00Z,64.2
2024-04-02T14:18:00Z,63.2
2024-04-02T14:24:00Z,62.4
2024-04-02T14:28:00Z,61.4
2024-04-02T14:34:00Z,61
2024-04-02T14:44:00Z,60.9
2024-04-02T14:48:00Z,59.9
2024-04-02T14:54:00Z,58.4
2024-04-02T14:58:00Z,57.5
2024-04-02T15:04:00Z,57.7
2024-04-02T15:08:00Z,56.9
2024-04-02T15:14:00Z,55.6
2024-04-02T15:18:00Z,54.7
2024-04-02T15:24:00Z,53.6
2024-04-02T15:28:00Z,53.0
2024-04-02T15:34:00Z,52.7
2024-04-02T15:38:00Z,51.3
2024-04-02T15:44:00Z,50.4
2024-04-02T15:54:00Z,50.8
2024-04-02T16:08:00Z,47.7
2024-04-02T16:14:00Z,46.5
2024-04-02T16:18:00Z,45.3
2024-04-02T16:24:00Z,44.3
2024-04-02T16:28:00Z,44.7
2024-04-02T16:34:00Z,43.7
2024-04-02T16:38:00Z,42.3
2024-04-02T16:44:00Z,42.9
2024-04-02T16:48:00Z,41.8
2024-04-02T16:54:00Z,40.8
2024-04-02T16:58:00Z,39.8
2024-04-02T17:04:00Z,38.8
2024-04-02T17:08:00Z,37.6
2024-04-02T17:14:00Z,36.2
2024-04-02T17:18:00Z,36.7
2024-04-02T17:24:00Z,-10
2024-04-03T05:20:00Z,-10
2024-04-03T05:30:00Z,25.1
2024-04-03T05:34:00Z,27
2024-04-03T05:40:00Z,26.8
2024-04-03T05:44:00Z,26.6
2024-04-03T05:50:00Z,26.3
2024-04-03T05:54:00Z,26.1
2024-04-03T06:00:00Z,28
2024-04-03T06:04:00Z,27.8
2024-04-03T06:10:00Z,27.5
2024-04-03T06:14:00Z,27.3
2024-04-03T06:20:00Z,29
2024-04-03T06:24:00Z,28.9
2024-04-03T06:28:00Z,28.5
2024-04-03T06:34:00Z,28.2
2024-04-03T06:40:00Z,29.7
2024-04-03T06:44:00Z,29.1
2024-04-03T06:48:00Z,30.7
2024-04-03T06:54:00Z,30.4
2024-04-03T07:04:00Z,30.3
2024-04-03T07:08:00Z,30.2
2024-04-03T07:18:00Z,30.1
2024-04-03T07:24:00Z,31.9
2024-04-03T07:28:00Z,31.4
2024-04-03T07:34:00Z,32.4
2024-04-03T07:38:00Z,33.2
2024-04-03T07:44:00Z,34.1
2024-04-03T07:54:00Z,37.8
2024-04-03T07:58:00Z,38
2024-04-03T08:08:00Z,40.6
2024-04-03T08:14:00Z,40.2
2024-04-03T08:18:00Z,41.7
2024-04-03T08:20:00Z,41.7
2024-04-03T08:24:00Z,41.5
2024-04-03T08:34:00Z,45.9
2024-04-03T08:38:00Z,46.5
2024-04-03T08:48:00Z,50.9
2024-04-03T08:54:00Z,50.3
2024-04-03T09:14:00Z,53.3
2024-04-03T09:24:00Z,56.9
2024-04-03T09:34:00Z,57.9
2024-04-03T09:38:00Z,57.7
2024-04-03T09:44:00Z,56.2
2024-04-03T09:54:00Z,59.2
2024-04-03T09:58:00Z,60.2
2024-04-03T10:04:00Z,61.4
2024-04-03T10:08:00Z,62.4
