datetime,W
2024-01-17T12:04:00Z,1691
2024-01-17T12:10:00Z,1668
2024-01-17T12:16:00Z,1675
2024-01-17T12:20:00Z,1663
2024-01-17T12:24:00Z,1606
2024-01-17T12:30:00Z,1640
2024-01-17T12:34:00Z,1700
2024-01-17T12:46:00Z,1698
2024-01-17T12:50:00Z,1692
2024-01-17T12:56:00Z,1666
2024-01-17T13:00:00Z,1651
2024-01-17T13:04:00Z,1635
2024-01-17T13:10:00Z,1620
2024-01-17T13:14:00Z,1591
2024-01-17T13:20:00Z,1562
2024-01-17T13:24:00Z,1560
2024-01-17T13:30:00Z,1545
2024-01-17T13:34:00Z,1516
2024-01-17T13:40:00Z,1464
2024-01-17T13:44:00Z,1408
2024-01-17T13:50:00Z,1392
2024-01-17T13:54:00Z,1393
2024-01-17T14:00:00Z,1375
2024-01-17T14:04:00Z,1340
2024-01-17T14:10:00Z,1313
2024-01-17T14:14:00Z,1306
2024-01-17T14:20:00Z,1292
2024-01-17T14:24:00Z,1266
2024-01-17T14:30:00Z,1236
2024-01-17T14:34:00Z,1216
2024-01-17T14:40:00Z,1207
2024-01-17T14:44:00Z,1178
2024-01-17T14:50:00Z,1142
2024-01-17T14:54:00Z,1121
2024-01-17T15:00:00Z,1108
2024-01-17T15:04:00Z,1105
2024-01-17T15:10:00Z,1079
2024-01-17T15:14:00Z,1029
2024-01-17T15:20:00Z,987
2024-01-17T15:24:00Z,932
2024-01-17T15:30:00Z,850
2024-01-17T15:34:00Z,801
2024-01-17T15:38:00Z,823
2024-01-17T15:44:00Z,814
2024-01-17T15:48:00Z,750
2024-01-17T15:54:00Z,721
2024-01-17T15:58:00Z,705
2024-01-17T16:04:00Z,671
2024-01-17T16:08:00Z,630
2024-01-17T16:14:00Z,586
2024-01-17T16:18:00Z,544
2024-01-17T16:24:00Z,507
2024-01-17T16:28:00Z,467
2024-01-17T16:34:00Z,420
2024-01-17T16:38:00Z,381
2024-01-17T16:44:00Z,351
2024-01-17T16:48:00Z,313
2024-01-17T16:54:00Z,272
2024-01-17T16:58:00Z,238
2024-01-17T17:04:00Z,197
2024-01-17T17:08:00Z,159
2024-01-17T17:14:00Z,120
2024-01-17T17:20:00Z,80
2024-01-17T17:24:00Z,49
2024-01-17T17:30:00Z,31
2024-01-17T17:34:00Z,21
2024-01-17T17:40:00Z,13
2024-01-17T17:44:00Z,6
2024-01-17T17:48:00Z,0
2024-01-18T05:14:00Z,0
2024-01-18T05:28:00Z,4
2024-01-18T05:34:00Z,9
2024-01-18T05:38:00Z,20
2024-01-18T05:44:00Z,39
2024-01-18T05:48:00Z,58
2024-01-18T05:54:00Z,64
2024-01-18T05:58:00Z,57
2024-01-18T06:04:00Z,69
2024-01-18T06:08:00Z,111
2024-01-18T06:14:00Z,121
2024-01-18T06:18:00Z,97
2024-01-18T06:24:00Z,130
2024-01-18T06:28:00Z,162
2024-01-18T06:34:00Z,147
2024-01-18T06:38:00Z,170
2024-01-18T06:44:00Z,153
2024-01-18T06:48:00Z,115
2024-01-18T06:52:00Z,181
2024-01-18T06:58:00Z,267
2024-01-18T07:02:00Z,237
2024-01-18T07:08:00Z,176
2024-01-18T07:12:00Z,246
2024-01-18T07:18:00Z,320
2024-01-18T07:22:00Z,263
2024-01-18T07:28:00Z,275
2024-01-18T07:32:00Z,481
2024-01-18T07:38:00Z,661
2024-01-18T07:42:00Z,731
2024-01-18T07:48:00Z,655
2024-01-18T07:52:00Z,666
2024-01-18T07:58:00Z,624
2024-01-18T08:04:00Z,542
2024-01-18T08:08:00Z,627
2024-01-18T08:12:00Z,831
2024-01-18T08:14:00Z,831
2024-01-18T08:18:00Z,976
2024-01-18T08:22:00Z,978
2024-01-18T08:28:00Z,884
2024-01-18T08:32:00Z,670
2024-01-18T08:38:00Z,831
2024-01-18T08:44:00Z,905
2024-01-18T08:48:00Z,976
2024-01-18T08:54:00Z,1133
2024-01-18T08:58:00Z,987
2024-01-18T09:02:00Z,993
2024-01-18T09:08:00Z,1033
2024-01-18T09:12:00Z,1102
2024-01-18T09:18:00Z,1295
2024-01-18T09:22:00Z,1319
2024-01-18T09:28:00Z,1326
2024-01-18T09:32:00Z,1439
2024-01-18T09:38:00Z,1375
2024-01-18T09:42:00Z,1342
2024-01-18T09:48:00Z,1464
2024-01-18T09:52:00Z,1489
2024-01-18T09:58:00Z,1359
2024-01-18T10:02:00Z,1402
2024-01-18T10:08:00Z,1332
2024-01-18T10:12:00Z,1258
2024-01-18T10:18:00Z,1352
2024-01-18T10:22:00Z,1479
2024-01-18T10:28:00Z,1532
2024-01-18T10:32:00Z,1338
2024-01-18T10:38:00Z,1153
2024-01-18T10:42:00Z,1290
2024-01-18T10:48:00Z,1590
2024-01-18T10:52:00Z,1615
2024-01-18T10:58:00Z,1449
2024-01-18T11:02:00Z,1440
2024-01-18T11:08:00Z,1350
2024-01-18T11:12:00Z,1077
2024-01-18T11:18:00Z,992
2024-01-18T11:22:00Z,1111
2024-01-18T11:28:00Z,1230
2024-01-18T11:32:00Z,1322
2024-01-18T11:38:00Z,1523
2024-01-18T11:42:00Z,1426
2024-01-18T11:46:00Z,1480
2024-01-18T11:52:00Z,1691
2024-01-18T11:58:00Z,1679
2024-01-18T12:02:00Z,1671
2024-01-18T12:08:00Z,1486
2024-01-18T12:12:00Z,1500
2024-01-18T12:18:00Z,1698
2024-01-18T12:22:00Z,1697
2024-01-18T12:28:00Z,1686
2024-01-18T12:32:00Z,1604
2024-01-18T12:36:00Z,1583
2024-01-18T12:42:00Z,1650
2024-01-18T12:46:00Z,1672
2024-01-18T12:52:00Z,1554
2024-01-18T12:56:00Z,1516
2024-01-18T13:02:00Z,1617
2024-01-18T13:06:00Z,1442
2024-01-18T13:12:00Z,1247
2024-01-18T13:16:00Z,960
2024-01-18T13:22:00Z,1049
2024-01-18T13:26:00Z,1507
2024-01-18T13:32:00Z,1535
2024-01-18T13:36:00Z,1509
2024-01-18T13:42:00Z,1472
2024-01-18T13:46:00Z,1323
2024-01-18T13:52:00Z,1332
2024-01-18T13:56:00Z,1452
2024-01-18T14:02:00Z,1459
2024-01-18T14:06:00Z,1417
2024-01-18T14:12:00Z,1388
2024-01-18T14:16:00Z,1343
2024-01-18T14:22:00Z,1267
2024-01-18T14:26:00Z,1204
2024-01-18T14:32:00Z,1167
2024-01-18T14:34:00Z,1167
2024-01-18T14:36:00Z,1147
2024-01-18T14:42:00Z,1183
2024-01-18T14:46:00Z,1163
2024-01-18T14:52:00Z,1048
2024-01-18T14:56:00Z,972
2024-01-18T15:02:00Z,1005
2024-01-18T15:08:00Z,1046
2024-01-18T15:12:00Z,1027
2024-01-18T15:16:00Z,994
2024-01-18T15:22:00Z,960
2024-01-18T15:26:00Z,920
2024-01-18T15:32:00Z,882
2024-01-18T15:36:00Z,840
2024-01-18T15:42:00Z,807
2024-01-18T15:46:00Z,779
2024-01-18T15:52:00Z,744
2024-01-18T15:56:00Z,708
2024-01-18T16:02:00Z,672
2024-01-18T16:06:00Z,637
2024-01-18T16:12:00Z,602
2024-01-18T16:16:00Z,552
2024-01-18T16:22:00Z,513
2024-01-18T16:26:00Z,478
2024-01-18T16:32:00Z,431
2024-01-18T16:36:00Z,390
2024-01-18T16:42:00Z,359
2024-01-18T16:46:00Z,325
2024-01-18T16:52:00Z,287
2024-01-18T16:56:00Z,252
2024-01-18T17:02:00Z,212
2024-01-18T17:06:00Z,171
2024-01-18T17:12:00Z,138
2024-01-18T17:16:00Z,100
2024-01-18T17:22:00Z,64
2024-01-18T17:26:00Z,40
2024-01-18T17:30:00Z,27
2024-01-18T17:36:00Z,18
2024-01-18T17:40:00Z,10
2024-01-18T17:46:00Z,4
2024-01-19T05:14:00Z,0
2024-01-19T05:28:00Z,4
2024-01-19T05:34:00Z,8
2024-01-19T05:38:00Z,13
2024-01-19T05:44:00Z,17
2024-01-19T05:48:00Z,21
2024-01-19T05:54:00Z,27
2024-01-19T05:58:00Z,41
2024-01-19T06:04:00Z,52
2024-01-19T06:08:00Z,51
2024-01-19T06:14:00Z,53
2024-01-19T06:18:00Z,83
2024-01-19T06:24:00Z,98
2024-01-19T06:28:00Z,93
2024-01-19T06:34:00Z,117
2024-01-19T06:38:00Z,150
2024-01-19T06:44:00Z,142
2024-01-19T06:48:00Z,170
2024-01-19T06:54:00Z,240
2024-01-19T06:58:00Z,259
2024-01-19T07:04:00Z,302
2024-01-19T07:08:00Z,338
2024-01-19T07:14:00Z,340
2024-01-19T07:18:00Z,344
2024-01-19T07:24:00Z,336
2024-01-19T07:28:00Z,363
2024-01-19T07:34:00Z,436
2024-01-19T07:38:00Z,523
2024-01-19T07:44:00Z,497
2024-01-19T07:48:00Z,493
2024-01-19T07:54:00Z,486
2024-01-19T07:58:00Z,559
2024-01-19T08:04:00Z,644
2024-01-19T08:08:00Z,608
2024-01-19T08:14:00Z,643
2024-01-19T08:16:00Z,643
2024-01-19T08:18:00Z,717
2024-01-19T08:24:00Z,703
2024-01-19T08:28:00Z,680
2024-01-19T08:32:00Z,736
2024-01-19T08:38:00Z,718
2024-01-19T08:42:00Z,784
2024-01-19T08:48:00Z,873
2024-01-19T08:52:00Z,824
2024-01-19T08:58:00Z,783
2024-01-19T09:02:00Z,821
2024-01-19T09:08:00Z,953
2024-01-19T09:12:00Z,1091
2024-01-19T09:18:00Z,1020
2024-01-19T09:22:00Z,1002
2024-01-19T09:28:00Z,1146
2024-01-19T09:32:00Z,1109
2024-01-19T09:38:00Z,956
2024-01-19T09:42:00Z,1097
2024-01-19T09:48:00Z,1471
2024-01-19T09:52:00Z,1615
2024-01-19T09:58:00Z,1577
2024-01-19T10:02:00Z,1573
2024-01-19T10:08:00Z,1583
2024-01-19T10:12:00Z,1559
2024-01-19T10:18:00Z,1552
2024-01-19T10:22:00Z,1626
2024-01-19T10:28:00Z,1663
2024-01-19T10:32:00Z,1227
2024-01-19T10:42:00Z,1253
2024-01-19T10:48:00Z,1402
2024-01-19T10:52:00Z,1480
2024-01-19T10:58:00Z,1568
2024-01-19T11:02:00Z,1673
2024-01-19T11:08:00Z,1707
2024-01-19T11:12:00Z,1713
2024-01-19T11:18:00Z,1705
2024-01-19T11:22:00Z,1694
2024-01-19T11:28:00Z,1701
2024-01-19T11:32:00Z,1706
2024-01-19T11:38:00Z,1697
2024-01-19T11:42:00Z,1691
2024-01-19T11:48:00Z,1684
2024-01-19T11:52:00Z,1687
2024-01-19T11:58:00Z,1691
2024-01-19T12:02:00Z,1690
2024-01-19T12:08:00Z,1689
2024-01-19T12:12:00Z,1684
2024-01-19T12:18:00Z,1680
2024-01-19T12:22:00Z,1677
2024-01-19T12:28:00Z,1675
2024-01-19T12:32:00Z,1667
2024-01-19T12:38:00Z,1663
2024-01-19T12:42:00Z,1660
2024-01-19T12:48:00Z,1654
2024-01-19T12:52:00Z,1648
2024-01-19T12:56:00Z,1635
2024-01-19T13:02:00Z,1618
2024-01-19T13:08:00Z,1603
2024-01-19T13:12:00Z,1589
2024-01-19T13:16:00Z,1572
2024-01-19T13:22:00Z,1553
2024-01-19T13:26:00Z,1540
2024-01-19T13:32:00Z,1528
2024-01-19T13:36:00Z,1515
2024-01-19T13:42:00Z,1461
2024-01-19T13:46:00Z,1424
2024-01-19T13:56:00Z,1401
2024-01-19T14:02:00Z,1365
2024-01-19T14:06:00Z,1350
2024-01-19T14:12:00Z,1323
2024-01-19T14:16:00Z,1309
2024-01-19T14:22:00Z,1336
2024-01-19T14:26:00Z,1306
2024-01-19T14:32:00Z,1243
2024-01-19T14:36:00Z,1185
2024-01-19T14:42:00Z,1161
2024-01-19T14:46:00Z,1165
2024-01-19T14:52:00Z,1144
2024-01-19T14:56:00Z,1106
2024-01-19T15:02:00Z,1059
2024-01-19T15:06:00Z,1017
2024-01-19T15:12:00Z,981
2024-01-19T15:16:00Z,936
2024-01-19T15:22:00Z,880
2024-01-19T15:26:00Z,839
2024-01-19T15:32:00Z,808
2024-01-19T15:36:00Z,777
2024-01-19T15:42:00Z,745
2024-01-19T15:46:00Z,711
2024-01-19T15:52:00Z,675
2024-01-19T16:02:00Z,673
2024-01-19T16:06:00Z,641
2024-01-19T16:12:00Z,606
2024-01-19T16:16:00Z,590
2024-01-19T16:22:00Z,571
2024-01-19T16:26:00Z,524
2024-01-19T16:32:00Z,465
2024-01-19T16:36:00Z,398
2024-01-19T16:42:00Z,384
2024-01-19T16:46:00Z,359
2024-01-19T16:52:00Z,276
2024-01-19T16:56:00Z,185
2024-01-19T17:02:00Z,139
2024-01-19T17:06:00Z,102
2024-01-19T17:12:00Z,40
2024-01-19T17:16:00Z,19
2024-01-19T17:22:00Z,15
2024-01-19T17:26:00Z,8
2024-01-19T17:32:00Z,6
2024-01-19T17:36:00Z,4
2024-01-19T17:40:00Z,0
2024-01-20T05:16:00Z,0
2024-01-20T05:30:00Z,4
2024-01-20T05:34:00Z,8
2024-01-20T05:40:00Z,12
2024-01-20T05:44:00Z,18
2024-01-20T05:50:00Z,27
2024-01-20T05:54:00Z,52
2024-01-20T06:00:00Z,106
2024-01-20T06:04:00Z,132
2024-01-20T06:10:00Z,117
2024-01-20T06:14:00Z,120
2024-01-20T06:20:00Z,132
2024-01-20T06:24:00Z,144
2024-01-20T06:30:00Z,162
2024-01-20T06:34:00Z,189
2024-01-20T06:40:00Z,209
2024-01-20T06:50:00Z,202
2024-01-20T06:54:00Z,184
2024-01-20T07:00:00Z,313
2024-01-20T07:04:00Z,402
2024-01-20T07:10:00Z,351
2024-01-20T07:14:00Z,383
2024-01-20T07:20:00Z,390
2024-01-20T07:24:00Z,373
2024-01-20T07:28:00Z,404
2024-01-20T07:34:00Z,401
2024-01-20T07:38:00Z,446
2024-01-20T07:44:00Z,438
2024-01-20T07:48:00Z,508
2024-01-20T07:54:00Z,670
2024-01-20T07:58:00Z,717
2024-01-20T08:04:00Z,699
2024-01-20T08:06:00Z,699
2024-01-20T08:10:00Z,646
2024-01-20T08:14:00Z,612
2024-01-20T08:16:00Z,612
2024-01-20T08:20:00Z,606
2024-01-20T08:24:00Z,719
2024-01-20T08:28:00Z,642
2024-01-20T08:34:00Z,443
2024-01-20T08:38:00Z,612
2024-01-20T08:44:00Z,901
2024-01-20T08:48:00Z,1054
2024-01-20T08:54:00Z,1189
2024-01-20T08:58:00Z,1231
2024-01-20T09:04:00Z,988
2024-01-20T09:08:00Z,899
2024-01-20T09:14:00Z,1054
2024-01-20T09:18:00Z,788
2024-01-20T09:24:00Z,748
2024-01-20T09:28:00Z,1225
2024-01-20T09:34:00Z,1159
2024-01-20T09:38:00Z,1100
2024-01-20T09:44:00Z,1450
2024-01-20T09:48:00Z,1370
2024-01-20T09:54:00Z,943
2024-01-20T09:58:00Z,896
2024-01-20T10:04:00Z,1337
2024-01-20T10:08:00Z,1293
2024-01-20T10:14:00Z,879
2024-01-20T10:18:00Z,1111
2024-01-20T10:24:00Z,1114
2024-01-20T10:28:00Z,884
2024-01-20T10:34:00Z,949
2024-01-20T10:38:00Z,1079
2024-01-20T10:44:00Z,1429
2024-01-20T10:48:00Z,1498
2024-01-20T10:54:00Z,1234
2024-01-20T10:58:00Z,1152
2024-01-20T11:04:00Z,1387
2024-01-20T11:08:00Z,1381
2024-01-20T11:14:00Z,1249
2024-01-20T11:18:00Z,1265
2024-01-20T11:24:00Z,1495
2024-01-20T11:28:00Z,1684
2024-01-20T11:34:00Z,1580
2024-01-20T11:38:00Z,1467
2024-01-20T11:44:00Z,1298
2024-01-20T11:48:00Z,1436
2024-01-20T11:54:00Z,1338
2024-01-20T11:58:00Z,929
2024-01-20T12:04:00Z,941
2024-01-20T12:08:00Z,1155
2024-01-20T12:14:00Z,1321
2024-01-20T12:18:00Z,1389
2024-01-20T12:24:00Z,1360
2024-01-20T12:28:00Z,999
2024-01-20T12:34:00Z,717
2024-01-20T12:38:00Z,677
2024-01-20T12:44:00Z,723
2024-01-20T12:48:00Z,1045
2024-01-20T12:54:00Z,909
2024-01-20T12:58:00Z,634
2024-01-20T13:04:00Z,841
2024-01-20T13:08:00Z,1164
2024-01-20T13:14:00Z,948
2024-01-20T13:18:00Z,534
2024-01-20T13:24:00Z,477
2024-01-20T13:28:00Z,711
2024-01-20T13:32:00Z,1342
2024-01-20T13:38:00Z,1516
2024-01-20T13:42:00Z,1321
2024-01-20T13:48:00Z,1287
2024-01-20T13:52:00Z,1010
2024-01-20T13:58:00Z,762
2024-01-20T14:02:00Z,813
2024-01-20T14:08:00Z,776
2024-01-20T14:12:00Z,584
2024-01-20T14:18:00Z,421
2024-01-20T14:22:00Z,804
2024-01-20T14:28:00Z,1271
2024-01-20T14:32:00Z,1323
2024-01-20T14:38:00Z,1075
2024-01-20T14:42:00Z,1022
2024-01-20T14:48:00Z,1207
2024-01-20T14:52:00Z,1175
2024-01-20T14:58:00Z,1144
2024-01-20T15:02:00Z,1112
2024-01-20T15:08:00Z,1079
2024-01-20T15:12:00Z,1047
2024-01-20T15:18:00Z,998
2024-01-20T15:22:00Z,964
2024-01-20T15:28:00Z,942
2024-01-20T15:32:00Z,902
2024-01-20T15:38:00Z,876
2024-01-20T15:42:00Z,844
2024-01-20T15:48:00Z,793
2024-01-20T15:52:00Z,751
2024-01-20T15:58:00Z,718
2024-01-20T16:02:00Z,680
2024-01-20T16:08:00Z,645
2024-01-20T16:12:00Z,627
2024-01-20T16:18:00Z,604
2024-01-20T16:22:00Z,540
2024-01-20T16:28:00Z,496
2024-01-20T16:32:00Z,425
2024-01-20T16:38:00Z,371
2024-01-20T16:42:00Z,374
2024-01-20T16:48:00Z,351
2024-01-20T16:52:00Z,321
2024-01-20T16:58:00Z,268
2024-01-20T17:02:00Z,218
2024-01-20T17:08:00Z,177
2024-01-20T17:12:00Z,135
2024-01-20T17:18:00Z,99
2024-01-20T17:22:00Z,66
2024-01-20T17:28:00Z,42
2024-01-20T17:32:00Z,27
2024-01-20T17:38:00Z,14
2024-01-20T17:42:00Z,5
2024-01-21T05:14:00Z,0
2024-01-21T05:24:00Z,1
2024-01-21T05:28:00Z,16
2024-01-21T05:34:00Z,37
2024-01-21T05:38:00Z,43
2024-01-21T05:44:00Z,38
2024-01-21T05:48:00Z,39
2024-01-21T05:54:00Z,43
2024-01-21T05:58:00Z,52
2024-01-21T06:04:00Z,73
2024-01-21T06:08:00Z,110
2024-01-21T06:14:00Z,131
2024-01-21T06:18:00Z,129
2024-01-21T06:24:00Z,198
2024-01-21T06:28:00Z,266
2024-01-21T06:34:00Z,286
2024-01-21T06:38:00Z,319
2024-01-21T06:44:00Z,286
2024-01-21T06:48:00Z,266
2024-01-21T06:54:00Z,215
2024-01-21T06:58:00Z,156
2024-01-21T07:04:00Z,309
2024-01-21T07:08:00Z,422
2024-01-21T07:14:00Z,407
2024-01-21T07:18:00Z,400
2024-01-21T07:22:00Z,411
2024-01-21T07:28:00Z,467
2024-01-21T07:34:00Z,508
2024-01-21T07:38:00Z,516
2024-01-21T07:42:00Z,581
2024-01-21T07:48:00Z,772
2024-01-21T07:52:00Z,757
2024-01-21T07:58:00Z,540
2024-01-21T08:02:00Z,409
2024-01-21T08:08:00Z,446
2024-01-21T08:12:00Z,619
2024-01-21T08:18:00Z,636
2024-01-21T08:22:00Z,519
2024-01-21T08:28:00Z,578
2024-01-21T08:34:00Z,736
2024-01-21T08:38:00Z,763
2024-01-21T08:44:00Z,889
2024-01-21T08:48:00Z,887
2024-01-21T08:54:00Z,882
2024-01-21T08:58:00Z,1048
2024-01-21T09:02:00Z,1095
2024-01-21T09:08:00Z,1067
2024-01-21T09:14:00Z,1043
2024-01-21T09:18:00Z,1019
2024-01-21T09:24:00Z,951
2024-01-21T09:28:00Z,855
2024-01-21T09:34:00Z,1150
2024-01-21T09:38:00Z,1338
2024-01-21T09:44:00Z,1381
2024-01-21T09:48:00Z,1375
2024-01-21T09:52:00Z,1012
2024-01-21T09:58:00Z,1147
2024-01-21T10:02:00Z,1500
2024-01-21T10:08:00Z,1434
2024-01-21T10:12:00Z,1140
2024-01-21T10:18:00Z,1241
2024-01-21T10:22:00Z,1205
2024-01-21T10:28:00Z,1192
2024-01-21T10:32:00Z,1447
2024-01-21T10:38:00Z,1591
2024-01-21T10:42:00Z,1623
2024-01-21T10:48:00Z,1524
2024-01-21T10:52:00Z,1644
2024-01-21T10:58:00Z,1319
2024-01-21T11:02:00Z,1122
2024-01-21T11:08:00Z,1422
2024-01-21T11:12:00Z,1340
2024-01-21T11:18:00Z,1228
2024-01-21T11:22:00Z,1486
2024-01-21T11:28:00Z,1721
2024-01-21T11:32:00Z,1727
2024-01-21T11:38:00Z,1728
2024-01-21T11:42:00Z,1369
2024-01-21T11:48:00Z,960
2024-01-21T11:52:00Z,1288
2024-01-21T11:58:00Z,1692
2024-01-21T12:02:00Z,1712
2024-01-21T12:08:00Z,1713
2024-01-21T12:12:00Z,1512
2024-01-21T12:18:00Z,1340
2024-01-21T12:22:00Z,1401
2024-01-21T12:28:00Z,1245
2024-01-21T12:32:00Z,1300
2024-01-21T12:38:00Z,1506
2024-01-21T12:42:00Z,1596
2024-01-21T12:48:00Z,1701
2024-01-21T12:52:00Z,1690
2024-01-21T12:58:00Z,1686
2024-01-21T13:02:00Z,1685
2024-01-21T13:08:00Z,1682
2024-01-21T13:12:00Z,1689
2024-01-21T13:18:00Z,1529
2024-01-21T13:22:00Z,1476
2024-01-21T13:26:00Z,1570
2024-01-21T13:32:00Z,1553
2024-01-21T13:38:00Z,1365
2024-01-21T13:42:00Z,1352
2024-01-21T13:48:00Z,1514
2024-01-21T13:52:00Z,1378
2024-01-21T13:58:00Z,1353
2024-01-21T14:02:00Z,1432
2024-01-21T14:08:00Z,1409
2024-01-21T14:12:00Z,1401
2024-01-21T14:18:00Z,1393
2024-01-21T14:22:00Z,1361
2024-01-21T14:28:00Z,1323
2024-01-21T14:32:00Z,1294
2024-01-21T14:36:00Z,1287
2024-01-21T14:42:00Z,1061
2024-01-21T14:46:00Z,1001
2024-01-21T14:52:00Z,1174
2024-01-21T14:56:00Z,1168
2024-01-21T15:02:00Z,1129
2024-01-21T15:06:00Z,1059
2024-01-21T15:12:00Z,1006
2024-01-21T15:16:00Z,974
2024-01-21T15:22:00Z,941
2024-01-21T15:26:00Z,803
2024-01-21T15:32:00Z,795
2024-01-21T15:36:00Z,883
2024-01-21T15:42:00Z,833
2024-01-21T15:46:00Z,797
2024-01-21T15:52:00Z,761
2024-01-21T15:56:00Z,725
2024-01-21T16:02:00Z,687
2024-01-21T16:06:00Z,647
2024-01-21T16:12:00Z,607
2024-01-21T16:16:00Z,566
2024-01-21T16:22:00Z,529
2024-01-21T16:26:00Z,493
2024-01-21T16:32:00Z,454
2024-01-21T16:36:00Z,413
2024-01-21T16:42:00Z,373
2024-01-21T16:46:00Z,333
2024-01-21T16:52:00Z,297
2024-01-21T16:56:00Z,261
2024-01-21T17:02:00Z,219
2024-01-21T17:06:00Z,179
2024-01-21T17:12:00Z,144
2024-01-21T17:16:00Z,107
2024-01-21T17:22:00Z,72
2024-01-21T17:26:00Z,46
2024-01-21T17:32:00Z,29
2024-01-21T17:36:00Z,20
2024-01-21T17:42:00Z,11
2024-01-21T17:46:00Z,4
2024-01-21T17:50:00Z,0
2024-01-22T05:16:00Z,0
2024-01-22T05:30:00Z,4
2024-01-22T05:36:00Z,8
2024-01-22T05:40:00Z,16
2024-01-22T05:46:00Z,26
2024-01-22T05:50:00Z,34
2024-01-22T05:56:00Z,43
2024-01-22T06:00:00Z,54
2024-01-22T06:06:00Z,60
2024-01-22T06:10:00Z,67
2024-01-22T06:16:00Z,109
2024-01-22T06:20:00Z,193
2024-01-22T06:26:00Z,260
2024-01-22T06:30:00Z,246
2024-01-22T06:36:00Z,212
2024-01-22T06:40:00Z,224
2024-01-22T06:44:00Z,238
2024-01-22T06:50:00Z,271
2024-01-22T06:54:00Z,293
2024-01-22T07:00:00Z,274
2024-01-22T07:04:00Z,284
2024-01-22T07:10:00Z,302
2024-01-22T07:14:00Z,333
2024-01-22T07:18:00Z,333
2024-01-22T07:20:00Z,409
2024-01-22T07:24:00Z,396
2024-01-22T07:30:00Z,455
2024-01-22T07:34:00Z,651
2024-01-22T07:40:00Z,682
2024-01-22T07:44:00Z,502
2024-01-22T07:50:00Z,304
2024-01-22T07:54:00Z,260
2024-01-22T08:00:00Z,304
2024-01-22T08:04:00Z,348
2024-01-22T08:10:00Z,344
2024-01-22T08:14:00Z,324
2024-01-22T08:16:00Z,324
2024-01-22T08:20:00Z,330
2024-01-22T08:24:00Z,432
2024-01-22T08:30:00Z,568
2024-01-22T08:34:00Z,681
2024-01-22T08:40:00Z,935
2024-01-22T08:44:00Z,934
2024-01-22T08:50:00Z,700
2024-01-22T08:54:00Z,777
2024-01-22T09:00:00Z,874
2024-01-22T09:04:00Z,921
2024-01-22T09:10:00Z,1038
2024-01-22T09:14:00Z,1273
2024-01-22T09:20:00Z,1176
2024-01-22T09:24:00Z,994
2024-01-22T09:30:00Z,914
2024-01-22T09:34:00Z,820
2024-01-22T09:40:00Z,1048
2024-01-22T09:44:00Z,1289
2024-01-22T09:50:00Z,1222
2024-01-22T09:54:00Z,1148
2024-01-22T10:00:00Z,1274
2024-01-22T10:04:00Z,1206
2024-01-22T10:10:00Z,1018
2024-01-22T10:14:00Z,1023
2024-01-22T10:20:00Z,1043
2024-01-22T10:24:00Z,1060
2024-01-22T10:30:00Z,1281
2024-01-22T10:34:00Z,1472
2024-01-22T10:40:00Z,1332
2024-01-22T10:44:00Z,1166
2024-01-22T10:50:00Z,1224
2024-01-22T10:54:00Z,1291
2024-01-22T10:58:00Z,1476
2024-01-22T11:04:00Z,1357
2024-01-22T11:10:00Z,1141
2024-01-22T11:14:00Z,1066
2024-01-22T11:20:00Z,1252
2024-01-22T11:24:00Z,1519
2024-01-22T11:30:00Z,1602
2024-01-22T11:34:00Z,1579
2024-01-22T11:38:00Z,1139
2024-01-22T11:44:00Z,1090
2024-01-22T11:48:00Z,1387
2024-01-22T11:54:00Z,1218
2024-01-22T11:58:00Z,1010
2024-01-22T12:04:00Z,933
2024-01-22T12:08:00Z,807
2024-01-22T12:14:00Z,740
2024-01-22T12:18:00Z,1018
2024-01-22T12:24:00Z,1561
2024-01-22T12:28:00Z,1397
2024-01-22T12:34:00Z,993
2024-01-22T12:38:00Z,861
2024-01-22T12:44:00Z,909
2024-01-22T12:48:00Z,1201
2024-01-22T12:54:00Z,1071
2024-01-22T12:58:00Z,901
2024-01-22T13:04:00Z,910
2024-01-22T13:08:00Z,1077
2024-01-22T13:14:00Z,1181
2024-01-22T13:18:00Z,1428
2024-01-22T13:24:00Z,1564
2024-01-22T13:28:00Z,1311
2024-01-22T13:34:00Z,1193
2024-01-22T13:38:00Z,1152
2024-01-22T13:44:00Z,1054
2024-01-22T13:48:00Z,1052
2024-01-22T13:54:00Z,958
2024-01-22T13:58:00Z,789
2024-01-22T14:04:00Z,945
2024-01-22T14:08:00Z,949
2024-01-22T14:14:00Z,728
2024-01-22T14:18:00Z,921
2024-01-22T14:24:00Z,962
2024-01-22T14:28:00Z,933
2024-01-22T14:34:00Z,1260
2024-01-22T14:38:00Z,1234
2024-01-22T14:44:00Z,1115
2024-01-22T14:48:00Z,1058
2024-01-22T14:54:00Z,785
2024-01-22T14:58:00Z,545
2024-01-22T15:04:00Z,629
2024-01-22T15:08:00Z,827
2024-01-22T15:14:00Z,1040
2024-01-22T15:18:00Z,936
2024-01-22T15:24:00Z,867
2024-01-22T15:28:00Z,933
2024-01-22T15:34:00Z,822
2024-01-22T15:38:00Z,730
2024-01-22T15:44:00Z,621
2024-01-22T15:48:00Z,584
2024-01-22T15:54:00Z,633
2024-01-22T15:58:00Z,614
2024-01-22T16:02:00Z,568
2024-01-22T16:08:00Z,410
