datetime,W
2024-10-03T10:56:00Z,1241
2024-10-03T11:00:00Z,1144
2024-10-03T11:04:00Z,1144
2024-10-03T11:06:00Z,1115
2024-10-03T11:10:00Z,1212
2024-10-03T11:16:00Z,1557
2024-10-03T11:20:00Z,1603
2024-10-03T11:26:00Z,1369
2024-10-03T11:30:00Z,1082
2024-10-03T11:36:00Z,1067
2024-10-03T11:40:00Z,1265
2024-10-03T11:46:00Z,1369
2024-10-03T11:50:00Z,1591
2024-10-03T11:56:00Z,1645
2024-10-03T12:00:00Z,1533
2024-10-03T12:06:00Z,1599
2024-10-03T12:10:00Z,1687
2024-10-03T12:16:00Z,1492
2024-10-03T12:20:00Z,1446
2024-10-03T12:26:00Z,1623
2024-10-03T12:30:00Z,1644
2024-10-03T12:36:00Z,1645
2024-10-03T12:40:00Z,1579
2024-10-03T12:46:00Z,1362
2024-10-03T12:50:00Z,1348
2024-10-03T12:56:00Z,1394
2024-10-03T13:00:00Z,1436
2024-10-03T13:06:00Z,1506
2024-10-03T13:10:00Z,1298
2024-10-03T13:16:00Z,1274
2024-10-03T13:20:00Z,1479
2024-10-03T13:26:00Z,1241
2024-10-03T13:30:00Z,1150
2024-10-03T13:36:00Z,1444
2024-10-03T13:40:00Z,1352
2024-10-03T13:46:00Z,1115
2024-10-03T13:50:00Z,906
2024-10-03T13:56:00Z,898
2024-10-03T14:00:00Z,951
2024-10-03T14:06:00Z,789
2024-10-03T14:10:00Z,905
2024-10-03T14:16:00Z,838
2024-10-03T14:20:00Z,711
2024-10-03T14:26:00Z,758
2024-10-03T14:30:00Z,910
2024-10-03T14:36:00Z,1016
2024-10-03T14:40:00Z,855
2024-10-03T14:46:00Z,664
2024-10-03T14:50:00Z,555
2024-10-03T14:56:00Z,778
2024-10-03T15:00:00Z,686
2024-10-03T15:04:00Z,352
2024-10-03T15:10:00Z,491
2024-10-03T15:14:00Z,539.5
2024-10-03T15:20:00Z,471
2024-10-03T15:24:00Z,582
2024-10-03T15:30:00Z,695
2024-10-03T15:36:00Z,694
2024-10-03T15:40:00Z,577
2024-10-03T15:46:00Z,468
2024-10-03T15:50:00Z,327
2024-10-03T15:56:00Z,297
2024-10-03T16:00:00Z,415
2024-10-03T16:04:00Z,426
2024-10-03T16:10:00Z,392
2024-10-03T16:14:00Z,335
2024-10-03T16:20:00Z,262
2024-10-03T16:24:00Z,178
2024-10-03T16:30:00Z,130
2024-10-03T16:34:00Z,113
2024-10-03T16:40:00Z,104
2024-10-03T16:44:00Z,95
2024-10-03T16:50:00Z,71
2024-10-03T16:54:00Z,48
2024-10-03T17:00:00Z,33
2024-10-03T17:04:00Z,23
2024-10-03T17:10:00Z,16
2024-10-03T17:14:00Z,8
2024-10-03T17:20:00Z,0
2024-10-04T05:00:00Z,0
2024-10-04T05:10:00Z,2
2024-10-04T05:16:00Z,4
2024-10-04T05:20:00Z,12
2024-10-04T05:24:00Z,24
2024-10-04T05:30:00Z,37
2024-10-04T05:34:00Z,43
2024-10-04T05:40:00Z,45
2024-10-04T05:46:00Z,50
2024-10-04T05:50:00Z,62
2024-10-04T05:54:00Z,82
2024-10-04T06:00:00Z,92
2024-10-04T06:04:00Z,93
2024-10-04T06:10:00Z,86
2024-10-04T06:14:00Z,75
2024-10-04T06:20:00Z,76
2024-10-04T06:24:00Z,84
2024-10-04T06:30:00Z,95
2024-10-04T06:34:00Z,119
2024-10-04T06:40:00Z,179
2024-10-04T06:44:00Z,203
2024-10-04T06:50:00Z,158
2024-10-04T06:54:00Z,142
2024-10-04T07:00:00Z,209
2024-10-04T07:04:00Z,313
2024-10-04T07:10:00Z,404
2024-10-04T07:14:00Z,468
2024-10-04T07:20:00Z,510
2024-10-04T07:24:00Z,476
2024-10-04T07:30:00Z,492
2024-10-04T07:34:00Z,589
2024-10-04T07:40:00Z,655
2024-10-04T07:44:00Z,694
2024-10-04T07:50:00Z,672
2024-10-04T07:54:00Z,765
2024-10-04T07:56:00Z,765
2024-10-04T08:00:00Z,770
2024-10-04T08:02:00Z,770
2024-10-04T08:04:00Z,731
2024-10-04T08:10:00Z,786
2024-10-04T08:14:00Z,789
2024-10-04T08:20:00Z,756
2024-10-04T08:24:00Z,817
2024-10-04T08:30:00Z,804
2024-10-04T08:42:00Z,789
2024-10-04T08:44:00Z,808
2024-10-04T08:48:00Z,808
2024-10-04T08:50:00Z,759
2024-10-04T08:54:00Z,769
2024-10-04T09:00:00Z,811
2024-10-04T09:04:00Z,875
2024-10-04T09:10:00Z,1035
2024-10-04T09:14:00Z,901
2024-10-04T09:20:00Z,970
2024-10-04T09:24:00Z,987
2024-10-04T09:30:00Z,641
2024-10-04T09:34:00Z,658
2024-10-04T09:40:00Z,767
2024-10-04T09:44:00Z,726
2024-10-04T09:50:00Z,900
2024-10-04T09:54:00Z,1075
2024-10-04T10:00:00Z,1243
2024-10-04T10:04:00Z,991
2024-10-04T10:08:00Z,684
2024-10-04T10:14:00Z,817
2024-10-04T10:18:00Z,1000
2024-10-04T10:24:00Z,1247
2024-10-04T10:28:00Z,1352
2024-10-04T10:34:00Z,1307
2024-10-04T10:38:00Z,1110
2024-10-04T10:44:00Z,1058
2024-10-04T10:48:00Z,1402
2024-10-04T10:54:00Z,1506
2024-10-04T10:58:00Z,1266
2024-10-04T11:02:00Z,1266
2024-10-04T11:04:00Z,1125
2024-10-04T11:08:00Z,999
2024-10-04T11:14:00Z,1008
2024-10-04T11:20:00Z,1129
2024-10-04T11:24:00Z,1241
2024-10-04T11:28:00Z,1052
2024-10-04T11:34:00Z,985
2024-10-04T11:38:00Z,1211
2024-10-04T11:44:00Z,1353
2024-10-04T11:48:00Z,1084
2024-10-04T11:54:00Z,818
2024-10-04T11:58:00Z,958
2024-10-04T12:04:00Z,1283
2024-10-04T12:08:00Z,1462
2024-10-04T12:14:00Z,1223
2024-10-04T12:18:00Z,1187
2024-10-04T12:24:00Z,1178
2024-10-04T12:28:00Z,1322
2024-10-04T12:34:00Z,1374
2024-10-04T12:38:00Z,1386
2024-10-04T12:44:00Z,1600
2024-10-04T12:48:00Z,1473
2024-10-04T12:54:00Z,1458
2024-10-04T12:58:00Z,1369
2024-10-04T13:04:00Z,1285
2024-10-04T13:08:00Z,1277
2024-10-04T13:14:00Z,1329
2024-10-04T13:18:00Z,1454
2024-10-04T13:24:00Z,1379
2024-10-04T13:28:00Z,1322
2024-10-04T13:34:00Z,1291
2024-10-04T13:38:00Z,1269
2024-10-04T13:44:00Z,1249
2024-10-04T13:48:00Z,1226
2024-10-04T13:54:00Z,1201
2024-10-04T13:58:00Z,1176
2024-10-04T14:04:00Z,1155
2024-10-04T14:08:00Z,1136
2024-10-04T14:14:00Z,1102
2024-10-04T14:18:00Z,1059
2024-10-04T14:24:00Z,1027
2024-10-04T14:28:00Z,997
2024-10-04T14:32:00Z,997
2024-10-04T14:34:00Z,966
2024-10-04T14:38:00Z,925
2024-10-04T14:44:00Z,875
2024-10-04T14:48:00Z,850
2024-10-04T14:52:00Z,826
2024-10-04T14:58:00Z,788
2024-10-04T15:04:00Z,758
2024-10-04T15:08:00Z,731
2024-10-04T15:12:00Z,722
2024-10-04T15:18:00Z,720
2024-10-04T15:22:00Z,690
2024-10-04T15:28:00Z,676
2024-10-04T15:32:00Z,669
2024-10-04T15:38:00Z,624
2024-10-04T15:42:00Z,580
2024-10-04T15:48:00Z,537
2024-10-04T15:52:00Z,485
2024-10-04T15:58:00Z,435
2024-10-04T16:02:00Z,392
2024-10-04T16:08:00Z,360
2024-10-04T16:12:00Z,329
2024-10-04T16:18:00Z,299
2024-10-04T16:22:00Z,268
2024-10-04T16:28:00Z,227
2024-10-04T16:34:00Z,186
2024-10-04T16:38:00Z,146
2024-10-04T16:44:00Z,106
2024-10-04T16:48:00Z,72
2024-10-04T16:52:00Z,51
2024-10-04T16:58:00Z,34
2024-10-04T17:02:00Z,20
2024-10-04T17:08:00Z,12
2024-10-04T17:12:00Z,6
2024-10-05T05:00:00Z,0
2024-10-05T05:14:00Z,4
2024-10-05T05:18:00Z,10
2024-10-05T05:24:00Z,19
2024-10-05T05:28:00Z,28
2024-10-05T05:34:00Z,37
2024-10-05T05:38:00Z,50
2024-10-05T05:44:00Z,64
2024-10-05T05:50:00Z,65
2024-10-05T05:54:00Z,70
2024-10-05T05:58:00Z,79
2024-10-05T06:04:00Z,92
2024-10-05T06:14:00Z,75
2024-10-05T06:18:00Z,93
2024-10-05T06:24:00Z,111
2024-10-05T06:28:00Z,113
2024-10-05T06:34:00Z,124
2024-10-05T06:38:00Z,133
2024-10-05T06:44:00Z,191
2024-10-05T06:48:00Z,236
2024-10-05T06:54:00Z,285
2024-10-05T06:58:00Z,276
2024-10-05T07:04:00Z,183
2024-10-05T07:08:00Z,220
2024-10-05T07:14:00Z,329
2024-10-05T07:20:00Z,359
2024-10-05T07:24:00Z,414
2024-10-05T07:28:00Z,585
2024-10-05T07:34:00Z,667
2024-10-05T07:38:00Z,620
2024-10-05T07:44:00Z,592
2024-10-05T07:48:00Z,690
2024-10-05T07:54:00Z,660
2024-10-05T07:58:00Z,477
2024-10-05T08:04:00Z,724
2024-10-05T08:08:00Z,991
2024-10-05T08:14:00Z,905
2024-10-05T08:18:00Z,843
2024-10-05T08:24:00Z,700
2024-10-05T08:28:00Z,539
2024-10-05T08:34:00Z,482
2024-10-05T08:38:00Z,794
2024-10-05T08:44:00Z,1137
2024-10-05T08:48:00Z,886
2024-10-05T08:54:00Z,559
2024-10-05T08:58:00Z,642
2024-10-05T09:04:00Z,854
2024-10-05T09:08:00Z,1054
2024-10-05T09:14:00Z,1377
2024-10-05T09:18:00Z,1339
2024-10-05T09:24:00Z,948
2024-10-05T09:28:00Z,807
2024-10-05T09:34:00Z,1061
2024-10-05T09:38:00Z,1275
2024-10-05T09:44:00Z,1120
2024-10-05T09:48:00Z,952
2024-10-05T09:52:00Z,1019
2024-10-05T09:58:00Z,983
2024-10-05T10:02:00Z,1002
2024-10-05T10:08:00Z,1086
2024-10-05T10:12:00Z,1312
2024-10-05T10:18:00Z,1406
2024-10-05T10:22:00Z,1171
2024-10-05T10:28:00Z,1072
2024-10-05T10:32:00Z,1327
2024-10-05T10:38:00Z,1404
2024-10-05T10:42:00Z,1242
2024-10-05T10:48:00Z,1336
2024-10-05T10:52:00Z,1561
2024-10-05T10:58:00Z,1721
2024-10-05T11:02:00Z,1677
2024-10-05T11:08:00Z,1701
2024-10-05T11:12:00Z,1704
2024-10-05T11:18:00Z,1701
2024-10-05T11:22:00Z,1721
2024-10-05T11:28:00Z,1714
2024-10-05T11:32:00Z,1698
2024-10-05T11:38:00Z,1711
2024-10-05T11:42:00Z,1650
2024-10-05T11:48:00Z,1551
2024-10-05T11:52:00Z,1622
2024-10-05T11:58:00Z,1707
2024-10-05T12:02:00Z,1684
2024-10-05T12:08:00Z,1669
2024-10-05T12:12:00Z,1635
2024-10-05T12:18:00Z,1626
2024-10-05T12:22:00Z,1647
2024-10-05T12:28:00Z,1646
2024-10-05T12:32:00Z,1633
2024-10-05T12:38:00Z,1611
2024-10-05T12:42:00Z,1588
2024-10-05T12:48:00Z,1549
2024-10-05T12:52:00Z,1566
2024-10-05T12:58:00Z,1535
2024-10-05T13:02:00Z,1441
2024-10-05T13:08:00Z,1407
2024-10-05T13:12:00Z,1375
2024-10-05T13:18:00Z,1366
2024-10-05T13:22:00Z,1388
2024-10-05T13:28:00Z,1390
2024-10-05T13:32:00Z,1353
2024-10-05T13:38:00Z,1357
2024-10-05T13:42:00Z,1339
2024-10-05T13:48:00Z,1321
2024-10-05T13:52:00Z,1322
2024-10-05T13:58:00Z,1263
2024-10-05T14:02:00Z,1244
2024-10-05T14:08:00Z,1245
2024-10-05T14:12:00Z,1195
2024-10-05T14:18:00Z,1160
2024-10-05T14:22:00Z,1157
2024-10-05T14:28:00Z,1143
2024-10-05T14:32:00Z,1107
2024-10-05T14:38:00Z,1064
2024-10-05T14:42:00Z,1032
2024-10-05T14:48:00Z,978
2024-10-05T14:52:00Z,903
2024-10-05T14:56:00Z,895
2024-10-05T15:02:00Z,849
2024-10-05T15:06:00Z,783
2024-10-05T15:12:00Z,779
2024-10-05T15:16:00Z,746
2024-10-05T15:22:00Z,724
2024-10-05T15:26:00Z,710
2024-10-05T15:32:00Z,676
2024-10-05T15:36:00Z,619
2024-10-05T15:42:00Z,568
2024-10-05T15:46:00Z,527
2024-10-05T15:52:00Z,500
2024-10-05T15:56:00Z,474
2024-10-05T16:02:00Z,428
2024-10-05T16:06:00Z,376
2024-10-05T16:12:00Z,320
2024-10-05T16:16:00Z,290
2024-10-05T16:22:00Z,269
2024-10-05T16:26:00Z,234
2024-10-05T16:32:00Z,192
2024-10-05T16:36:00Z,157
2024-10-05T16:42:00Z,119
2024-10-05T16:46:00Z,80
2024-10-05T16:52:00Z,55
2024-10-05T16:56:00Z,41
2024-10-05T17:02:00Z,30
2024-10-05T17:06:00Z,22
2024-10-05T17:12:00Z,11
2024-10-05T17:16:00Z,4
2024-10-06T05:00:00Z,0
2024-10-06T05:12:00Z,4
2024-10-06T05:18:00Z,11
2024-10-06T05:22:00Z,18
2024-10-06T05:28:00Z,25
2024-10-06T05:32:00Z,31
2024-10-06T05:38:00Z,41
2024-10-06T05:44:00Z,49
2024-10-06T05:48:00Z,53
2024-10-06T05:52:00Z,60
2024-10-06T05:58:00Z,61
2024-10-06T06:08:00Z,63
2024-10-06T06:12:00Z,69
2024-10-06T06:18:00Z,74
2024-10-06T06:24:00Z,77
2024-10-06T06:28:00Z,83
2024-10-06T06:34:00Z,88
2024-10-06T06:44:00Z,101
2024-10-06T06:48:00Z,135
2024-10-06T06:54:00Z,193
2024-10-06T06:58:00Z,235
2024-10-06T07:04:00Z,251
2024-10-06T07:08:00Z,268
2024-10-06T07:14:00Z,306
2024-10-06T07:18:00Z,371
2024-10-06T07:22:00Z,423
2024-10-06T07:28:00Z,466
2024-10-06T07:32:00Z,535
2024-10-06T07:38:00Z,512
2024-10-06T07:42:00Z,550
2024-10-06T07:48:00Z,542
2024-10-06T07:52:00Z,413
2024-10-06T07:58:00Z,438
2024-10-06T08:02:00Z,594
2024-10-06T08:08:00Z,669
2024-10-06T08:12:00Z,711
2024-10-06T08:18:00Z,693
2024-10-06T08:22:00Z,643
2024-10-06T08:28:00Z,601
2024-10-06T08:32:00Z,696
2024-10-06T08:38:00Z,709
2024-10-06T08:42:00Z,717
2024-10-06T08:48:00Z,756
2024-10-06T08:52:00Z,632
2024-10-06T08:58:00Z,649
2024-10-06T09:02:00Z,566
2024-10-06T09:08:00Z,773
2024-10-06T09:12:00Z,1022
2024-10-06T09:18:00Z,740
2024-10-06T09:22:00Z,960
2024-10-06T09:28:00Z,1178
2024-10-06T09:32:00Z,970
2024-10-06T09:38:00Z,1001
2024-10-06T09:42:00Z,926
2024-10-06T09:48:00Z,784
2024-10-06T09:52:00Z,994
2024-10-06T09:58:00Z,1300
2024-10-06T10:00:00Z,1300
2024-10-06T10:02:00Z,1528
2024-10-06T10:08:00Z,1701
2024-10-06T10:12:00Z,1512
2024-10-06T10:18:00Z,1485
2024-10-06T10:22:00Z,1254
2024-10-06T10:28:00Z,1122
2024-10-06T10:32:00Z,1504
2024-10-06T10:38:00Z,1708
2024-10-06T10:42:00Z,1702
2024-10-06T10:48:00Z,1584
2024-10-06T10:52:00Z,1490
2024-10-06T10:58:00Z,1244
2024-10-06T11:02:00Z,1331
2024-10-06T11:08:00Z,1699
2024-10-06T11:12:00Z,1618
2024-10-06T11:18:00Z,1153
2024-10-06T11:22:00Z,1172
2024-10-06T11:28:00Z,1490
2024-10-06T11:32:00Z,1295
2024-10-06T11:38:00Z,1402
2024-10-06T11:42:00Z,1426
2024-10-06T11:46:00Z,1185
2024-10-06T11:52:00Z,1161
2024-10-06T11:58:00Z,1173
2024-10-06T12:02:00Z,1324
2024-10-06T12:06:00Z,1357
2024-10-06T12:12:00Z,1196
2024-10-06T12:16:00Z,1162
2024-10-06T12:22:00Z,1256
2024-10-06T12:26:00Z,973
2024-10-06T12:32:00Z,1230
2024-10-06T12:36:00Z,1453
2024-10-06T12:42:00Z,1233
2024-10-06T12:48:00Z,1408
2024-10-06T12:52:00Z,1265
2024-10-06T12:56:00Z,938
2024-10-06T13:00:00Z,938
2024-10-06T13:02:00Z,1104
2024-10-06T13:06:00Z,1237
2024-10-06T13:12:00Z,1337
2024-10-06T13:16:00Z,1579
2024-10-06T13:22:00Z,1143
2024-10-06T13:26:00Z,847
2024-10-06T13:32:00Z,1014
2024-10-06T13:36:00Z,1221
2024-10-06T13:42:00Z,1314
2024-10-06T13:46:00Z,1359
2024-10-06T13:52:00Z,1376
2024-10-06T13:56:00Z,1343
2024-10-06T14:02:00Z,1252
2024-10-06T14:06:00Z,1209
2024-10-06T14:12:00Z,1195
2024-10-06T14:16:00Z,1143
2024-10-06T14:22:00Z,1225
2024-10-06T14:26:00Z,1115
2024-10-06T14:32:00Z,997
2024-10-06T14:36:00Z,813
2024-10-06T14:42:00Z,615
2024-10-06T14:46:00Z,579
2024-10-06T14:52:00Z,490
2024-10-06T14:56:00Z,452
2024-10-06T15:02:00Z,393
2024-10-06T15:06:00Z,444
2024-10-06T15:12:00Z,611
2024-10-06T15:16:00Z,557
2024-10-06T15:22:00Z,517
2024-10-06T15:26:00Z,660
2024-10-06T15:32:00Z,621
2024-10-06T15:36:00Z,474
2024-10-06T15:42:00Z,509
2024-10-06T15:46:00Z,435
2024-10-06T15:52:00Z,248
2024-10-06T15:56:00Z,236
2024-10-06T16:00:00Z,236
2024-10-06T16:02:00Z,256
2024-10-06T16:06:00Z,235
2024-10-06T16:12:00Z,249
2024-10-06T16:16:00Z,222
2024-10-06T16:22:00Z,146
2024-10-06T16:26:00Z,97
2024-10-06T16:32:00Z,61
2024-10-06T16:36:00Z,59
2024-10-06T16:42:00Z,55
2024-10-06T16:46:00Z,47
2024-10-06T16:52:00Z,43
2024-10-06T16:56:00Z,34
2024-10-06T17:00:00Z,23
2024-10-06T17:06:00Z,14
2024-10-06T17:10:00Z,8
2024-10-06T17:16:00Z,0
2024-10-07T04:58:00Z,0
2024-10-07T05:08:00Z,3
2024-10-07T05:12:00Z,8
2024-10-07T05:18:00Z,16
2024-10-07T05:22:00Z,25
2024-10-07T05:28:00Z,33
2024-10-07T05:32:00Z,41
2024-10-07T05:38:00Z,46
2024-10-07T05:42:00Z,57
2024-10-07T05:48:00Z,65
2024-10-07T05:52:00Z,74
2024-10-07T05:58:00Z,92
2024-10-07T06:02:00Z,106
2024-10-07T06:08:00Z,115
2024-10-07T06:12:00Z,110
2024-10-07T06:18:00Z,115
2024-10-07T06:22:00Z,143
2024-10-07T06:28:00Z,149
2024-10-07T06:32:00Z,132
2024-10-07T06:38:00Z,122
2024-10-07T06:42:00Z,133
2024-10-07T06:48:00Z,157
2024-10-07T06:52:00Z,199
2024-10-07T06:58:00Z,276
2024-10-07T07:02:00Z,308
2024-10-07T07:08:00Z,326
2024-10-07T07:20:00Z,502
2024-10-07T07:22:00Z,555
2024-10-07T07:28:00Z,521
2024-10-07T07:32:00Z,594
2024-10-07T07:38:00Z,622
2024-10-07T07:42:00Z,615
2024-10-07T07:48:00Z,573
2024-10-07T07:52:00Z,655
2024-10-07T07:58:00Z,681
2024-10-07T08:02:00Z,713
2024-10-07T08:06:00Z,759
2024-10-07T08:12:00Z,885
2024-10-07T08:16:00Z,1065
2024-10-07T08:22:00Z,896
2024-10-07T08:26:00Z,860
2024-10-07T08:32:00Z,1021
2024-10-07T08:36:00Z,1072
2024-10-07T08:42:00Z,1095
2024-10-07T08:46:00Z,1052
2024-10-07T08:52:00Z,1062
2024-10-07T08:56:00Z,1197
2024-10-07T09:02:00Z,1027
2024-10-07T09:06:00Z,789
2024-10-07T09:12:00Z,943
2024-10-07T09:16:00Z,950
2024-10-07T09:22:00Z,909
2024-10-07T09:26:00Z,1275
2024-10-07T09:30:00Z,1275
2024-10-07T09:32:00Z,1315
2024-10-07T09:38:00Z,1138
2024-10-07T09:42:00Z,1051
2024-10-07T09:44:00Z,1051
2024-10-07T09:46:00Z,1018
2024-10-07T09:52:00Z,1147
2024-10-07T09:56:00Z,1388
2024-10-07T10:02:00Z,1410
2024-10-07T10:06:00Z,1430
2024-10-07T10:12:00Z,1494
2024-10-07T10:16:00Z,1503
2024-10-07T10:22:00Z,1624
2024-10-07T10:26:00Z,1527
2024-10-07T10:32:00Z,1612
2024-10-07T10:36:00Z,1428
2024-10-07T10:42:00Z,1115
2024-10-07T10:46:00Z,1280
2024-10-07T10:52:00Z,1404
2024-10-07T10:56:00Z,1555
2024-10-07T11:02:00Z,1669
2024-10-07T11:06:00Z,1558
2024-10-07T11:12:00Z,1116
2024-10-07T11:16:00Z,1134
2024-10-07T11:22:00Z,1644
2024-10-07T11:26:00Z,1732
2024-10-07T11:32:00Z,1644
2024-10-07T11:36:00Z,1640
2024-10-07T11:42:00Z,1584
2024-10-07T11:46:00Z,1501
2024-10-07T11:52:00Z,1591
2024-10-07T11:56:00Z,1665
2024-10-07T12:02:00Z,1657
2024-10-07T12:06:00Z,1641
2024-10-07T12:12:00Z,1647
2024-10-07T12:16:00Z,1663
2024-10-07T12:22:00Z,1666
2024-10-07T12:26:00Z,1644
2024-10-07T12:32:00Z,1628
2024-10-07T12:36:00Z,1559
2024-10-07T12:40:00Z,1425
2024-10-07T12:46:00Z,1465
2024-10-07T12:50:00Z,1569
2024-10-07T12:56:00Z,1563
2024-10-07T13:00:00Z,1522
2024-10-07T13:06:00Z,1463
2024-10-07T13:10:00Z,1437
2024-10-07T13:16:00Z,1420
2024-10-07T13:20:00Z,1402
2024-10-07T13:26:00Z,1378
2024-10-07T13:30:00Z,1358
2024-10-07T13:36:00Z,1336
2024-10-07T13:40:00Z,1260
2024-10-07T13:46:00Z,1188
2024-10-07T13:50:00Z,1167
2024-10-07T13:56:00Z,1145
2024-10-07T14:00:00Z,1022
2024-10-07T14:06:00Z,1083
2024-10-07T14:12:00Z,1243
2024-10-07T14:16:00Z,1179
2024-10-07T14:20:00Z,1102
2024-10-07T14:26:00Z,1065
2024-10-07T14:30:00Z,1058
2024-10-07T14:36:00Z,1073
2024-10-07T14:40:00Z,1062
2024-10-07T14:46:00Z,1005
2024-10-07T14:50:00Z,950
2024-10-07T14:56:00Z,914
2024-10-07T15:00:00Z,878
2024-10-07T15:06:00Z,844
2024-10-07T15:10:00Z,821
2024-10-07T15:16:00Z,800
2024-10-07T15:20:00Z,775
2024-10-07T15:26:00Z,742
2024-10-07T15:30:00Z,688
2024-10-07T15:36:00Z,638
2024-10-07T15:40:00Z,608
2024-10-07T15:46:00Z,576
2024-10-07T15:50:00Z,536
2024-10-07T15:56:00Z,498
2024-10-07T16:00:00Z,457
2024-10-07T16:06:00Z,415
2024-10-07T16:10:00Z,369
2024-10-07T16:16:00Z,330
2024-10-07T16:20:00Z,270
2024-10-07T16:26:00Z,232
2024-10-07T16:30:00Z,217
2024-10-07T16:36:00Z,166
2024-10-07T16:40:00Z,115
2024-10-07T16:44:00Z,84
2024-10-07T16:50:00Z,69
2024-10-07T16:56:00Z,56
2024-10-07T17:00:00Z,38
2024-10-07T17:06:00Z,23
2024-10-07T17:10:00Z,15
2024-10-07T17:16:00Z,7
2024-10-07T17:20:00Z,0
2024-10-08T04:58:00Z,0
2024-10-08T05:12:00Z,4
2024-10-08T05:16:00Z,8
2024-10-08T05:22:00Z,15
2024-10-08T05:28:00Z,19
2024-10-08T05:32:00Z,23
2024-10-08T05:38:00Z,29
2024-10-08T05:42:00Z,37
2024-10-08T05:46:00Z,44
2024-10-08T05:52:00Z,49
2024-10-08T05:56:00Z,52
2024-10-08T06:02:00Z,58
2024-10-08T06:06:00Z,69
2024-10-08T06:12:00Z,76
2024-10-08T06:16:00Z,70
2024-10-08T06:22:00Z,65
2024-10-08T06:26:00Z,66
2024-10-08T06:32:00Z,68
2024-10-08T06:36:00Z,71
2024-10-08T06:42:00Z,77
2024-10-08T06:46:00Z,114
2024-10-08T06:52:00Z,176
2024-10-08T06:56:00Z,218
2024-10-08T07:02:00Z,231
2024-10-08T07:06:00Z,261
2024-10-08T07:12:00Z,340
2024-10-08T07:16:00Z,436
2024-10-08T07:22:00Z,483
2024-10-08T07:26:00Z,501
2024-10-08T07:32:00Z,518
2024-10-08T07:36:00Z,530
2024-10-08T07:42:00Z,528
2024-10-08T07:46:00Z,541
2024-10-08T07:52:00Z,602
2024-10-08T07:56:00Z,664
2024-10-08T08:02:00Z,738
2024-10-08T08:06:00Z,835
2024-10-08T08:12:00Z,914
2024-10-08T08:16:00Z,962
2024-10-08T08:22:00Z,975
2024-10-08T08:26:00Z,981
2024-10-08T08:32:00Z,986
2024-10-08T08:36:00Z,1003
2024-10-08T08:42:00Z,1012
2024-10-08T08:46:00Z,1055
2024-10-08T08:52:00Z,1151
2024-10-08T08:56:00Z,1224
2024-10-08T09:02:00Z,1242
2024-10-08T09:06:00Z,1197
2024-10-08T09:10:00Z,1237
2024-10-08T09:16:00Z,1345
2024-10-08T09:20:00Z,1400
2024-10-08T09:26:00Z,1449
2024-10-08T09:30:00Z,1479
2024-10-08T09:36:00Z,1464
2024-10-08T09:40:00Z,1495
2024-10-08T09:46:00Z,1572
2024-10-08T09:50:00Z,1596
2024-10-08T09:56:00Z,1614
2024-10-08T10:00:00Z,1649
2024-10-08T10:06:00Z,1676
2024-10-08T10:10:00Z,1684
2024-10-08T10:16:00Z,1695
2024-10-08T10:20:00Z,1702
2024-10-08T10:26:00Z,1685
2024-10-08T10:30:00Z,1673
2024-10-08T10:36:00Z,1672
2024-10-08T10:40:00Z,1681
2024-10-08T10:46:00Z,1686
2024-10-08T10:50:00Z,1683
2024-10-08T10:56:00Z,1685
2024-10-08T11:02:00Z,1689
2024-10-08T11:06:00Z,1692
2024-10-08T11:10:00Z,1691
2024-10-08T11:16:00Z,1690
2024-10-08T11:20:00Z,1691
2024-10-08T11:26:00Z,1693
2024-10-08T11:30:00Z,1689
2024-10-08T11:32:00Z,1689
2024-10-08T11:36:00Z,1686
2024-10-08T11:46:00Z,1684
2024-10-08T11:50:00Z,1685
2024-10-08T11:56:00Z,1684
2024-10-08T12:00:00Z,1683
2024-10-08T12:10:00Z,1642
2024-10-08T12:16:00Z,1621
2024-10-08T12:20:00Z,1649
2024-10-08T12:26:00Z,1656
2024-10-08T12:30:00Z,1595
2024-10-08T12:36:00Z,1574
2024-10-08T12:40:00Z,1608
2024-10-08T12:46:00Z,1603
2024-10-08T12:50:00Z,1591
2024-10-08T12:56:00Z,1482
2024-10-08T13:00:00Z,1450
2024-10-08T13:06:00Z,1504
2024-10-08T13:10:00Z,1491
2024-10-08T13:16:00Z,1478
2024-10-08T13:20:00Z,1462
2024-10-08T13:26:00Z,1443
2024-10-08T13:30:00Z,1428
2024-10-08T13:36:00Z,1410
2024-10-08T13:40:00Z,1380
2024-10-08T13:46:00Z,1341
2024-10-08T13:50:00Z,1311
2024-10-08T13:54:00Z,1290
2024-10-08T14:00:00Z,1266
2024-10-08T14:04:00Z,1218
2024-10-08T14:10:00Z,1159
2024-10-08T14:14:00Z,1125
2024-10-08T14:20:00Z,1099
2024-10-08T14:24:00Z,1072
2024-10-08T14:30:00Z,1040
2024-10-08T14:32:00Z,1040
2024-10-08T14:36:00Z,1008
2024-10-08T14:40:00Z,979
2024-10-08T14:44:00Z,950
2024-10-08T14:50:00Z,917
2024-10-08T14:54:00Z,883
2024-10-08T15:00:00Z,852
2024-10-08T15:04:00Z,818
2024-10-08T15:10:00Z,783
2024-10-08T15:14:00Z,751
2024-10-08T15:20:00Z,719
2024-10-08T15:24:00Z,706
2024-10-08T15:30:00Z,666
2024-10-08T15:34:00Z,634
2024-10-08T15:40:00Z,607
